Econòmic,Orgànic,Subprograma,Text subprograma,PREV. INICIAL,PREV.DEFINITIVA,LIQUIDAT,Any
39191,606,93219,Serveis d’ingressos,10,10,0,2013
39191,607,93219,Serveis d’ingressos,10,10,0,2013
39191,608,93219,Serveis d’ingressos,10,10,0,2013
39191,609,93219,Serveis d’ingressos,10,10,0,2013
39191,610,93219,Serveis d’ingressos,10,10,0,2013
39191,701,93219,Serveis d’ingressos,10,10,0,2013
39191,702,93219,Serveis d’ingressos,10,10,0,2013
39191,703,93219,Serveis d’ingressos,10,10,0,2013
39191,801,93219,Serveis d’ingressos,10,10,0,2013
39200,703,93219,Serveis d’ingressos,547000,547000,418081.81,2013
39210,703,93219,Serveis d’ingressos,9041000,9041000,8415950.41,2013
39211,703,93219,Serveis d’ingressos,1909000,1909000,1789307.64,2013
39300,101,93219,Serveis d’ingressos,10,10,182789.18,2013
39300,703,93219,Serveis d’ingressos,6646797,6646797,7665062.47,2013
39612,501,93219,Serveis d’ingressos,0,0,197502.68,2013
39612,608,93219,Serveis d’ingressos,10,10,0,2013
39612,703,93219,Serveis d’ingressos,0,0,0,2013
39700,703,93219,Serveis d’ingressos,10,10,0,2013
39900,501,93219,Serveis d’ingressos,10,10,0,2013
39900,502,93219,Serveis d’ingressos,10,36796.96,181017.32,2013
39900,601,93219,Serveis d’ingressos,10,3760.5,649048.1,2013
39900,602,93219,Serveis d’ingressos,10,10,5341.52,2013
39900,603,93219,Serveis d’ingressos,10,10,17907.59,2013
39900,604,93219,Serveis d’ingressos,10,10,11002.47,2013
39900,605,93219,Serveis d’ingressos,10,10,603009.49,2013
39900,606,93219,Serveis d’ingressos,10,10,1218.92,2013
39900,607,93219,Serveis d’ingressos,10,10,88379.81,2013
39900,608,93219,Serveis d’ingressos,10,10,13073.53,2013
39900,609,93219,Serveis d’ingressos,10,10,8630.21,2013
39900,610,93219,Serveis d’ingressos,10,18794.04,27732.76,2013
39901,101,93219,Serveis d’ingressos,801000,801000,534320.29,2013
39902,401,93219,Serveis d’ingressos,10,10,0,2013
39903,101,93219,Serveis d’ingressos,10,10,0,2013
39904,101,93219,Serveis d’ingressos,10,10,760.83,2013
39904,201,93219,Serveis d’ingressos,10,10,0,2013
39904,401,93219,Serveis d’ingressos,20000,20000,66530.59,2013
39904,501,93219,Serveis d’ingressos,10000,10000,0,2013
39904,502,93219,Serveis d’ingressos,200000,200000,3339779.51,2013
39904,601,93219,Serveis d’ingressos,10,10,5071.94,2013
39904,602,93219,Serveis d’ingressos,10,10,1015.66,2013
39904,603,93219,Serveis d’ingressos,10,10,415,2013
39904,604,93219,Serveis d’ingressos,10,10,1000,2013
39904,605,93219,Serveis d’ingressos,10,10,147.15,2013
39904,606,93219,Serveis d’ingressos,10,10,1488.14,2013
39904,607,93219,Serveis d’ingressos,10,10,1686.1,2013
39904,608,93219,Serveis d’ingressos,10,10,2221.92,2013
39904,609,93219,Serveis d’ingressos,10,10,764.45,2013
39904,610,93219,Serveis d’ingressos,10,10,631.41,2013
39904,701,93219,Serveis d’ingressos,10,10,0,2013
39904,702,93219,Serveis d’ingressos,10,10,0,2013
39904,703,93219,Serveis d’ingressos,10,10,1892.06,2013
39904,801,93219,Serveis d’ingressos,10,10,0,2013
39905,101,93219,Serveis d’ingressos,10,10,0,2013
39905,201,93219,Serveis d’ingressos,10,10,0,2013
39905,601,93219,Serveis d’ingressos,10,10,0,2013
39905,602,93219,Serveis d’ingressos,10,10,0,2013
